198.41.206.66,5.80,0.00,0.00
190.93.250.133,inf,100.00,0.00
104.27.174.123,inf,100.00,0.00
162.159.14.148,5.52,0.00,0.00
190.93.245.202,5.66,0.00,0.00
141.101.90.117,5.45,0.00,0.00
172.67.44.54,5.42,0.00,0.00
172.66.170.55,5.83,0.00,0.00
198.41.197.224,5.35,0.00,0.00
197.234.243.209,inf,100.00,0.00
188.114.102.164,inf,100.00,0.00
104.17.71.179,5.42,0.00,0.00
188.114.99.210,5.46,0.00,0.00
172.66.201.120,5.45,0.00,0.00
162.158.134.27,inf,100.00,0.00
173.245.56.199,inf,100.00,0.00
162.158.226.78,inf,100.00,0.00
103.31.4.106,inf,100.00,0.00
188.114.101.235,inf,100.00,0.00
103.31.4.132,inf,100.00,0.00
103.31.6.168,inf,100.00,0.00
131.0.75.225,inf,100.00,0.00
190.93.254.240,inf,100.00,0.00
172.66.223.133,inf,100.00,0.00
188.114.111.55,inf,100.00,0.00
198.41.134.177,inf,100.00,0.00
108.162.241.70,inf,100.00,0.00
108.162.252.130,inf,100.00,0.00
103.31.4.60,inf,100.00,0.00
172.70.217.19,inf,100.00,0.00
131.0.75.177,inf,100.00,0.00
131.0.75.183,inf,100.00,0.00
108.162.202.227,inf,100.00,0.00
173.245.57.153,inf,100.00,0.00
173.245.48.82,inf,100.00,0.00
162.159.175.203,inf,100.00,0.00
198.41.187.140,inf,100.00,0.00
190.93.253.244,inf,100.00,0.00
190.93.254.215,inf,100.00,0.00
141.101.84.240,inf,100.00,0.00
131.0.72.157,inf,100.00,0.00
190.93.251.215,inf,100.00,0.00
197.234.240.55,inf,100.00,0.00
188.114.108.25,inf,100.00,0.00
108.162.204.215,inf,100.00,0.00
104.26.114.76,inf,100.00,0.00
190.93.252.28,inf,100.00,0.00
162.158.145.239,inf,100.00,0.00
108.162.234.153,inf,100.00,0.00
141.101.90.207,5.74,0.00,0.00
188.114.98.209,5.58,0.00,0.00
172.66.55.9,inf,100.00,0.00
103.31.5.231,inf,100.00,0.00
188.114.97.135,5.50,0.00,0.00
172.70.140.202,inf,100.00,0.00
104.26.132.137,inf,100.00,0.00
108.162.237.14,inf,100.00,0.00
173.245.53.36,inf,100.00,0.00
103.31.5.179,inf,100.00,0.00
162.159.45.54,25.64,0.00,0.00
104.16.92.232,5.46,0.00,0.00
103.31.6.226,inf,100.00,0.00
172.64.179.125,inf,100.00,0.00
131.0.72.213,inf,100.00,0.00
108.162.213.171,inf,100.00,0.00
131.0.75.178,inf,100.00,0.00
190.93.245.223,5.56,0.00,0.00
198.41.135.157,inf,100.00,0.00
190.93.241.98,inf,100.00,0.00
141.101.84.127,inf,100.00,0.00
197.234.241.249,inf,100.00,0.00
103.31.5.90,inf,100.00,0.00
103.21.244.64,inf,100.00,0.00
103.31.7.57,inf,100.00,0.00
104.23.152.89,inf,100.00,0.00
197.234.240.6,inf,100.00,0.00
162.159.65.46,inf,100.00,0.00
190.93.253.189,inf,100.00,0.00
162.159.183.137,inf,100.00,0.00
197.234.243.193,inf,100.00,0.00
103.21.246.248,inf,100.00,0.00
131.0.75.154,inf,100.00,0.00
190.93.249.246,inf,100.00,0.00
103.21.245.66,inf,100.00,0.00
141.101.69.161,inf,100.00,0.00
141.101.71.138,inf,100.00,0.00
173.245.51.80,inf,100.00,0.00
103.31.7.227,inf,100.00,0.00
190.93.240.168,inf,100.00,0.00
104.22.231.71,inf,100.00,0.00
108.162.217.50,inf,100.00,0.00
197.234.243.112,inf,100.00,0.00
103.21.247.175,inf,100.00,0.00
188.114.108.20,inf,100.00,0.00
104.27.230.100,inf,100.00,0.00
198.41.244.206,inf,100.00,0.00
188.114.102.49,inf,100.00,0.00
198.41.155.15,inf,100.00,0.00
173.245.55.121,inf,100.00,0.00
173.245.53.60,inf,100.00,0.00
103.21.246.39,inf,100.00,0.00
190.93.249.42,inf,100.00,0.00
141.101.110.253,inf,100.00,0.00
172.66.188.213,inf,100.00,0.00
104.18.67.32,5.64,0.00,0.00
103.21.247.235,inf,100.00,0.00
190.93.246.237,5.74,0.00,0.00
172.66.140.131,5.68,0.00,0.00
172.67.168.73,5.62,0.00,0.00
104.25.38.88,5.47,0.00,0.00
141.101.79.51,inf,100.00,0.00
198.41.252.118,inf,100.00,0.00
188.114.98.17,5.36,0.00,0.00
173.245.51.163,inf,100.00,0.00
103.31.6.35,inf,100.00,0.00
172.69.43.144,inf,100.00,0.00
198.41.211.139,5.61,0.00,0.00
141.101.120.73,5.39,0.00,0.00
197.234.240.207,inf,100.00,0.00
162.159.225.95,inf,100.00,0.00
131.0.73.84,inf,100.00,0.00
197.234.243.185,inf,100.00,0.00
103.22.202.241,inf,100.00,0.00
104.24.67.189,5.52,0.00,0.00
104.26.119.31,inf,100.00,0.00
141.101.69.162,inf,100.00,0.00
104.20.13.63,5.91,0.00,0.00
104.24.39.238,5.73,0.00,0.00
103.21.246.230,inf,100.00,0.00
104.25.115.106,5.67,0.00,0.00
104.18.177.169,5.46,0.00,0.00
198.41.200.74,5.52,0.00,0.00
197.234.241.61,inf,100.00,0.00
104.20.199.60,5.89,0.00,0.00
103.21.246.122,inf,100.00,0.00
104.27.200.215,5.74,0.00,0.00
162.158.147.113,inf,100.00,0.00
172.71.62.185,inf,100.00,0.00
103.31.4.166,inf,100.00,0.00
197.234.241.185,inf,100.00,0.00
141.101.119.93,inf,100.00,0.00
103.21.246.141,inf,100.00,0.00
172.69.182.182,inf,100.00,0.00
188.114.100.38,inf,100.00,0.00
103.21.246.49,inf,100.00,0.00
103.31.5.114,inf,100.00,0.00
173.245.48.85,inf,100.00,0.00
172.64.243.229,inf,100.00,0.00
131.0.75.228,inf,100.00,0.00
198.41.137.45,inf,100.00,0.00
103.22.203.87,inf,100.00,0.00
108.162.224.224,inf,100.00,0.00
198.41.151.234,inf,100.00,0.00
188.114.103.71,inf,100.00,0.00
162.158.218.246,inf,100.00,0.00
103.21.245.216,inf,100.00,0.00
104.26.206.154,inf,100.00,0.00
173.245.54.133,inf,100.00,0.00
103.22.203.24,inf,100.00,0.00
197.234.241.43,inf,100.00,0.00
104.26.198.92,inf,100.00,0.00
103.21.244.193,inf,100.00,0.00
188.114.111.203,inf,100.00,0.00
108.162.239.43,inf,100.00,0.00
141.101.64.91,inf,100.00,0.00
198.41.147.133,inf,100.00,0.00
141.101.90.250,5.74,0.00,0.00
172.67.81.125,5.81,0.00,0.00
162.159.8.60,5.63,0.00,0.00
104.25.83.248,5.52,0.00,0.00
131.0.74.12,inf,100.00,0.00
198.41.171.119,inf,100.00,0.00
103.22.200.26,inf,100.00,0.00
104.16.70.19,5.49,0.00,0.00
197.234.242.147,inf,100.00,0.00
172.67.19.45,5.48,0.00,0.00
141.101.81.181,inf,100.00,0.00
188.114.97.85,5.45,0.00,0.00
104.16.139.193,5.48,0.00,0.00
173.245.60.164,inf,100.00,0.00
197.234.241.225,inf,100.00,0.00
103.21.246.225,inf,100.00,0.00
188.114.106.162,inf,100.00,0.00
108.162.250.96,inf,100.00,0.00
104.24.204.47,5.53,0.00,0.00
104.21.115.172,5.60,0.00,0.00
188.114.98.72,5.40,0.00,0.00
173.245.51.35,inf,100.00,0.00
104.25.37.42,5.47,0.00,0.00
103.21.245.31,inf,100.00,0.00
197.234.243.167,inf,100.00,0.00
190.93.244.71,5.61,0.00,0.00
173.245.63.219,inf,100.00,0.00
172.66.50.248,inf,100.00,0.00
173.245.62.148,inf,100.00,0.00
197.234.242.81,inf,100.00,0.00
104.17.104.187,5.45,0.00,0.00
190.93.252.204,inf,100.00,0.00
104.18.94.165,5.71,0.00,0.00
172.67.154.188,5.87,0.00,0.00
141.101.72.96,inf,100.00,0.00
108.162.237.144,inf,100.00,0.00
188.114.100.17,inf,100.00,0.00
103.21.247.193,inf,100.00,0.00
172.64.138.80,inf,100.00,0.00
103.31.6.29,inf,100.00,0.00
103.21.244.51,inf,100.00,0.00
103.31.6.49,inf,100.00,0.00
162.158.49.179,inf,100.00,0.00
173.245.61.171,inf,100.00,0.00
103.31.4.98,inf,100.00,0.00
173.245.63.124,inf,100.00,0.00
104.27.158.75,inf,100.00,0.00
104.22.108.31,inf,100.00,0.00
131.0.72.129,inf,100.00,0.00
103.31.4.197,inf,100.00,0.00
190.93.254.194,inf,100.00,0.00
188.114.104.150,inf,100.00,0.00
103.31.6.80,inf,100.00,0.00
190.93.241.85,inf,100.00,0.00
131.0.74.17,inf,100.00,0.00
104.26.94.255,inf,100.00,0.00
188.114.103.181,inf,100.00,0.00
162.159.100.93,inf,100.00,0.00
188.114.97.18,5.57,0.00,0.00
197.234.240.108,inf,100.00,0.00
197.234.242.8,inf,100.00,0.00
141.101.121.52,5.44,0.00,0.00
131.0.74.175,inf,100.00,0.00
173.245.52.181,inf,100.00,0.00
198.41.203.187,6.23,0.00,0.00
104.24.203.8,6.36,0.00,0.00
141.101.73.17,inf,100.00,0.00
103.22.200.234,inf,100.00,0.00
188.114.101.131,inf,100.00,0.00
172.67.60.242,5.84,0.00,0.00
198.41.150.155,inf,100.00,0.00
190.93.252.142,inf,100.00,0.00
190.93.252.104,inf,100.00,0.00
103.31.6.157,inf,100.00,0.00
198.41.242.227,inf,100.00,0.00
104.19.179.218,5.54,0.00,0.00
173.245.57.110,inf,100.00,0.00
172.70.126.201,inf,100.00,0.00
198.41.175.96,inf,100.00,0.00
172.69.34.237,inf,100.00,0.00
104.20.1.157,5.46,0.00,0.00
172.70.158.217,inf,100.00,0.00
162.159.7.84,5.40,0.00,0.00
104.27.77.234,5.55,0.00,0.00
108.162.199.203,inf,100.00,0.00
104.27.91.100,5.42,0.00,0.00
104.24.228.228,5.39,0.00,0.00
104.16.82.214,5.54,0.00,0.00
103.21.244.149,inf,100.00,0.00
103.21.246.35,inf,100.00,0.00
172.71.93.130,inf,100.00,0.00
104.27.110.45,5.53,0.00,0.00
190.93.246.170,5.49,0.00,0.00
173.245.58.2,5.45,0.00,0.00
103.21.246.38,inf,100.00,0.00
190.93.241.87,inf,100.00,0.00
104.21.101.149,5.46,0.00,0.00
190.93.245.146,5.77,0.00,0.00
131.0.75.132,inf,100.00,0.00
104.27.163.79,inf,100.00,0.00
190.93.254.195,inf,100.00,0.00
172.69.149.129,inf,100.00,0.00
188.114.98.139,5.87,0.00,0.00
198.41.253.14,inf,100.00,0.00
173.245.54.13,inf,100.00,0.00
188.114.104.219,inf,100.00,0.00
108.162.210.27,inf,100.00,0.00
188.114.105.110,inf,100.00,0.00
103.22.201.175,inf,100.00,0.00
173.245.62.99,inf,100.00,0.00
198.41.151.26,inf,100.00,0.00
188.114.108.129,inf,100.00,0.00
103.22.200.210,inf,100.00,0.00
197.234.241.54,inf,100.00,0.00
198.41.157.174,inf,100.00,0.00
197.234.242.248,inf,100.00,0.00
198.41.183.107,inf,100.00,0.00
172.68.52.177,inf,100.00,0.00
197.234.242.191,inf,100.00,0.00
162.158.48.193,inf,100.00,0.00
103.21.246.51,inf,100.00,0.00
103.22.201.210,inf,100.00,0.00
188.114.99.254,5.52,0.00,0.00
198.41.208.83,5.60,0.00,0.00
104.23.89.69,inf,100.00,0.00
103.21.244.40,inf,100.00,0.00
131.0.74.166,inf,100.00,0.00
108.162.255.244,inf,100.00,0.00
103.31.6.122,inf,100.00,0.00
103.31.7.122,inf,100.00,0.00
198.41.252.57,inf,100.00,0.00
198.41.136.58,inf,100.00,0.00
103.31.5.209,inf,100.00,0.00
197.234.241.165,inf,100.00,0.00
190.93.241.41,inf,100.00,0.00
162.158.64.96,inf,100.00,0.00
197.234.240.124,inf,100.00,0.00
141.101.65.155,inf,100.00,0.00
103.21.246.195,inf,100.00,0.00
197.234.240.37,inf,100.00,0.00
188.114.108.242,inf,100.00,0.00
197.234.242.247,inf,100.00,0.00
141.101.89.128,inf,100.00,0.00
103.22.201.157,inf,100.00,0.00
190.93.246.127,6.18,0.00,0.00
188.114.99.40,6.19,0.00,0.00
103.22.201.141,inf,100.00,0.00
190.93.242.210,inf,100.00,0.00
104.18.92.79,5.44,0.00,0.00
173.245.51.32,inf,100.00,0.00
162.158.153.68,inf,100.00,0.00
190.93.241.132,inf,100.00,0.00
103.31.4.164,inf,100.00,0.00
131.0.74.33,inf,100.00,0.00
197.234.242.117,inf,100.00,0.00
104.18.162.80,5.91,0.00,0.00
162.159.246.107,5.36,0.00,0.00
141.101.67.123,inf,100.00,0.00
104.21.7.187,5.50,0.00,0.00
198.41.206.171,5.66,0.00,0.00
198.41.215.63,5.64,0.00,0.00
190.93.241.147,inf,100.00,0.00
103.21.245.229,inf,100.00,0.00
104.21.70.112,5.87,0.00,0.00
198.41.208.56,5.62,0.00,0.00
141.101.114.92,5.61,0.00,0.00
190.93.246.211,5.45,0.00,0.00
188.114.98.128,5.79,0.00,0.00
188.114.101.164,inf,100.00,0.00
104.27.223.14,inf,100.00,0.00
188.114.106.83,inf,100.00,0.00
104.23.155.175,inf,100.00,0.00
197.234.240.43,inf,100.00,0.00
162.158.160.223,inf,100.00,0.00
108.162.202.180,inf,100.00,0.00
103.31.7.8,inf,100.00,0.00
131.0.74.72,inf,100.00,0.00
162.158.182.167,inf,100.00,0.00
162.159.99.203,inf,100.00,0.00
190.93.248.99,inf,100.00,0.00
103.22.203.40,inf,100.00,0.00
108.162.248.161,inf,100.00,0.00
131.0.73.96,inf,100.00,0.00
197.234.240.246,inf,100.00,0.00
103.31.5.150,inf,100.00,0.00
131.0.74.236,inf,100.00,0.00
162.159.14.85,5.57,0.00,0.00
172.71.250.76,inf,100.00,0.00
104.24.32.29,5.59,0.00,0.00
103.22.200.234,inf,100.00,0.00
141.101.74.48,inf,100.00,0.00
162.159.170.113,inf,100.00,0.00
162.158.114.151,inf,100.00,0.00
172.67.6.32,5.43,0.00,0.00
172.71.134.17,inf,100.00,0.00
162.158.153.2,inf,100.00,0.00
141.101.112.137,inf,100.00,0.00
190.93.243.96,inf,100.00,0.00
103.21.247.59,inf,100.00,0.00
104.20.61.197,5.43,0.00,0.00
172.66.61.114,inf,100.00,0.00
104.26.3.147,5.39,0.00,0.00
173.245.49.214,5.43,0.00,0.00
103.22.203.97,inf,100.00,0.00
198.41.216.102,5.37,0.00,0.00
103.21.246.173,inf,100.00,0.00
103.21.245.243,inf,100.00,0.00
104.27.140.252,inf,100.00,0.00
103.31.5.252,inf,100.00,0.00
172.68.203.167,inf,100.00,0.00
108.162.193.220,5.56,0.00,0.00
103.31.7.58,inf,100.00,0.00
190.93.243.197,inf,100.00,0.00
103.21.244.42,inf,100.00,0.00
188.114.105.113,inf,100.00,0.00
190.93.245.65,5.43,0.00,0.00
141.101.104.80,inf,100.00,0.00
141.101.105.173,inf,100.00,0.00
172.66.87.23,inf,100.00,0.00
104.20.119.61,5.43,0.00,0.00
131.0.75.252,inf,100.00,0.00
141.101.97.83,inf,100.00,0.00
141.101.123.95,5.53,0.00,0.00
198.41.209.1,5.38,0.00,0.00
104.25.163.237,5.71,0.00,0.00
172.65.157.73,5.40,0.00,0.00
104.16.177.255,5.65,0.00,0.00
104.24.205.138,5.39,0.00,0.00
141.101.73.170,inf,100.00,0.00
162.159.239.173,inf,100.00,0.00
198.41.202.2,5.87,0.00,0.00
103.21.245.16,inf,100.00,0.00
104.27.36.43,5.56,0.00,0.00
173.245.61.122,inf,100.00,0.00
172.66.93.90,inf,100.00,0.00
188.114.108.169,inf,100.00,0.00
104.24.28.42,5.38,0.00,0.00
131.0.72.200,inf,100.00,0.00
190.93.246.147,5.56,0.00,0.00
141.101.101.159,inf,100.00,0.00
103.21.245.144,inf,100.00,0.00
198.41.133.56,inf,100.00,0.00
104.22.108.113,inf,100.00,0.00
103.22.202.143,inf,100.00,0.00
108.162.197.73,inf,100.00,0.00
173.245.53.161,inf,100.00,0.00
162.158.86.239,inf,100.00,0.00
188.114.109.73,inf,100.00,0.00
141.101.79.10,inf,100.00,0.00
188.114.101.28,inf,100.00,0.00
190.93.251.155,inf,100.00,0.00
108.162.224.101,inf,100.00,0.00
141.101.88.215,inf,100.00,0.00
103.22.202.91,inf,100.00,0.00
198.41.179.1,inf,100.00,0.00
131.0.72.75,inf,100.00,0.00
104.23.67.18,inf,100.00,0.00
172.71.15.179,inf,100.00,0.00
103.31.6.187,inf,100.00,0.00
103.21.246.169,inf,100.00,0.00
173.245.62.45,inf,100.00,0.00
190.93.240.247,inf,100.00,0.00
103.31.5.23,inf,100.00,0.00
190.93.249.153,inf,100.00,0.00
103.31.5.120,inf,100.00,0.00
103.22.202.64,inf,100.00,0.00
103.31.6.125,inf,100.00,0.00
173.245.48.176,inf,100.00,0.00
141.101.127.4,inf,100.00,0.00
172.69.173.59,inf,100.00,0.00
104.25.241.234,5.46,0.00,0.00
104.17.103.190,5.51,0.00,0.00
103.22.200.50,inf,100.00,0.00
131.0.74.18,inf,100.00,0.00
103.22.200.196,inf,100.00,0.00
104.20.94.18,5.54,0.00,0.00
197.234.243.214,inf,100.00,0.00
104.25.171.48,5.63,0.00,0.00
162.159.62.203,5.47,0.00,0.00
103.21.244.161,inf,100.00,0.00
103.31.7.67,inf,100.00,0.00
188.114.98.200,5.61,0.00,0.00
188.114.105.106,inf,100.00,0.00
188.114.96.228,5.54,0.00,0.00
104.25.43.77,5.74,0.00,0.00
188.114.99.171,5.55,0.00,0.00
104.20.38.210,5.76,0.00,0.00
188.114.108.55,inf,100.00,0.00
198.41.255.129,inf,100.00,0.00
103.31.7.19,inf,100.00,0.00
188.114.104.57,inf,100.00,0.00
104.23.138.139,5.95,0.00,0.00
104.25.42.71,5.64,0.00,0.00
103.22.203.50,inf,100.00,0.00
131.0.73.89,inf,100.00,0.00
104.20.218.135,5.67,0.00,0.00
104.27.42.195,5.77,0.00,0.00
108.162.249.109,inf,100.00,0.00
108.162.229.29,inf,100.00,0.00
190.93.250.249,inf,100.00,0.00
162.159.122.199,inf,100.00,0.00
103.22.200.143,inf,100.00,0.00
104.26.185.108,inf,100.00,0.00
104.16.113.35,5.94,0.00,0.00
108.162.217.76,inf,100.00,0.00
190.93.242.221,inf,100.00,0.00
197.234.240.80,inf,100.00,0.00
197.234.242.156,inf,100.00,0.00
131.0.74.249,inf,100.00,0.00
103.22.201.8,inf,100.00,0.00
103.21.244.9,inf,100.00,0.00
108.162.214.200,inf,100.00,0.00
103.21.244.115,inf,100.00,0.00
188.114.101.253,inf,100.00,0.00
103.21.246.48,inf,100.00,0.00
103.31.5.2,inf,100.00,0.00
141.101.80.57,inf,100.00,0.00
173.245.59.203,5.85,0.00,0.00
131.0.73.49,inf,100.00,0.00
190.93.255.237,inf,100.00,0.00
173.245.49.113,5.55,0.00,0.00
141.101.122.171,5.91,0.00,0.00
131.0.74.119,inf,100.00,0.00
141.101.99.141,inf,100.00,0.00
198.41.169.126,inf,100.00,0.00
188.114.106.203,inf,100.00,0.00
108.162.217.173,inf,100.00,0.00
108.162.220.253,inf,100.00,0.00
197.234.242.175,inf,100.00,0.00
162.158.34.137,inf,100.00,0.00
103.31.4.15,inf,100.00,0.00
103.22.202.125,inf,100.00,0.00
103.21.247.135,inf,100.00,0.00
162.158.194.247,inf,100.00,0.00
190.93.243.15,inf,100.00,0.00
188.114.111.149,inf,100.00,0.00
190.93.251.78,inf,100.00,0.00
197.234.243.55,inf,100.00,0.00
131.0.73.150,inf,100.00,0.00
173.245.52.119,inf,100.00,0.00
197.234.240.38,inf,100.00,0.00
108.162.239.27,inf,100.00,0.00
198.41.152.168,inf,100.00,0.00
198.41.154.176,inf,100.00,0.00
141.101.85.194,inf,100.00,0.00
188.114.101.38,inf,100.00,0.00
162.158.69.208,inf,100.00,0.00
104.26.14.244,5.81,0.00,0.00
104.22.118.218,inf,100.00,0.00
198.41.152.209,inf,100.00,0.00
188.114.99.76,5.68,0.00,0.00
172.67.90.186,5.51,0.00,0.00
190.93.245.161,5.50,0.00,0.00
141.101.105.168,inf,100.00,0.00
188.114.100.41,inf,100.00,0.00
190.93.240.3,inf,100.00,0.00
188.114.108.191,inf,100.00,0.00
103.22.202.58,inf,100.00,0.00
198.41.240.191,inf,100.00,0.00
190.93.250.233,inf,100.00,0.00
104.27.247.82,inf,100.00,0.00
104.26.0.60,5.55,0.00,0.00
141.101.120.96,5.60,0.00,0.00
104.18.182.84,5.92,0.00,0.00
103.31.7.22,inf,100.00,0.00
190.93.253.18,inf,100.00,0.00
103.31.4.61,inf,100.00,0.00
197.234.243.96,inf,100.00,0.00
172.64.45.122,inf,100.00,0.00
190.93.248.212,inf,100.00,0.00
173.245.56.30,inf,100.00,0.00
103.21.244.28,inf,100.00,0.00
103.31.4.96,inf,100.00,0.00
103.31.5.196,inf,100.00,0.00
197.234.242.41,inf,100.00,0.00
104.27.90.175,5.64,0.00,0.00
198.41.136.99,inf,100.00,0.00
104.26.212.43,inf,100.00,0.00
172.70.121.112,inf,100.00,0.00
104.27.162.109,inf,100.00,0.00
173.245.54.88,inf,100.00,0.00
198.41.134.37,inf,100.00,0.00
103.21.245.118,inf,100.00,0.00
162.159.123.63,inf,100.00,0.00
104.20.54.86,5.41,0.00,0.00
141.101.69.34,inf,100.00,0.00
188.114.102.231,inf,100.00,0.00
131.0.73.109,inf,100.00,0.00
103.22.203.142,inf,100.00,0.00
190.93.243.252,inf,100.00,0.00
103.21.244.137,inf,100.00,0.00
141.101.89.174,inf,100.00,0.00
162.159.59.187,inf,100.00,0.00
108.162.195.34,5.69,0.00,0.00
103.22.200.242,inf,100.00,0.00
108.162.213.137,inf,100.00,0.00
141.101.100.208,inf,100.00,0.00
173.245.60.196,inf,100.00,0.00
108.162.244.241,inf,100.00,0.00
173.245.55.97,inf,100.00,0.00
131.0.72.240,inf,100.00,0.00
141.101.113.197,5.47,0.00,0.00
108.162.250.46,inf,100.00,0.00
131.0.72.223,inf,100.00,0.00
103.31.7.163,inf,100.00,0.00
131.0.72.47,inf,100.00,0.00
104.25.7.141,5.52,0.00,0.00
141.101.91.59,inf,100.00,0.00
173.245.59.112,5.55,0.00,0.00
172.65.239.244,5.57,0.00,0.00
141.101.73.35,inf,100.00,0.00
103.21.247.96,inf,100.00,0.00
104.23.184.152,inf,100.00,0.00
197.234.241.176,inf,100.00,0.00
162.158.209.208,inf,100.00,0.00
190.93.248.33,inf,100.00,0.00
104.27.98.149,5.56,0.00,0.00
162.159.151.136,inf,100.00,0.00
141.101.76.114,inf,100.00,0.00
188.114.99.215,5.60,0.00,0.00
103.31.4.11,inf,100.00,0.00
162.159.44.49,25.72,0.00,0.00
188.114.111.143,inf,100.00,0.00
188.114.109.85,inf,100.00,0.00
103.31.4.50,inf,100.00,0.00
103.21.247.156,inf,100.00,0.00
103.22.200.100,inf,100.00,0.00
190.93.254.201,inf,100.00,0.00
103.22.202.65,inf,100.00,0.00
131.0.74.212,inf,100.00,0.00
190.93.249.246,inf,100.00,0.00
190.93.242.160,inf,100.00,0.00
190.93.242.14,inf,100.00,0.00
131.0.73.21,inf,100.00,0.00
103.22.200.241,inf,100.00,0.00
131.0.75.211,inf,100.00,0.00
141.101.101.56,inf,100.00,0.00
103.21.245.161,inf,100.00,0.00
162.158.137.139,inf,100.00,0.00
190.93.245.7,5.66,0.00,0.00
197.234.242.127,inf,100.00,0.00
162.158.252.165,inf,100.00,0.00
104.26.90.220,inf,100.00,0.00
197.234.241.213,inf,100.00,0.00
103.22.203.27,inf,100.00,0.00
162.159.174.157,inf,100.00,0.00
188.114.108.221,inf,100.00,0.00
104.27.132.212,inf,100.00,0.00
162.159.22.201,5.52,0.00,0.00
108.162.252.115,inf,100.00,0.00
198.41.138.76,inf,100.00,0.00
190.93.250.105,inf,100.00,0.00
103.31.6.73,inf,100.00,0.00
103.22.202.233,inf,100.00,0.00
188.114.105.58,inf,100.00,0.00
103.31.5.60,inf,100.00,0.00
188.114.104.42,inf,100.00,0.00
103.31.4.49,inf,100.00,0.00
172.66.58.54,inf,100.00,0.00
188.114.102.183,inf,100.00,0.00
198.41.234.200,inf,100.00,0.00
188.114.103.95,inf,100.00,0.00
162.159.135.207,5.53,0.00,0.00
104.17.45.40,6.04,0.00,0.00
141.101.108.191,inf,100.00,0.00
108.162.208.105,inf,100.00,0.00
141.101.95.184,inf,100.00,0.00
104.23.148.45,inf,100.00,0.00
173.245.54.67,inf,100.00,0.00
190.93.252.141,inf,100.00,0.00
197.234.241.223,inf,100.00,0.00
141.101.92.130,inf,100.00,0.00
197.234.242.178,inf,100.00,0.00
104.25.41.56,5.46,0.00,0.00
190.93.252.33,inf,100.00,0.00
172.67.166.197,5.55,0.00,0.00
173.245.59.124,5.52,0.00,0.00
104.27.99.236,5.42,0.00,0.00
173.245.48.219,inf,100.00,0.00
104.25.103.31,5.46,0.00,0.00
198.41.235.53,inf,100.00,0.00
108.162.194.38,5.43,0.00,0.00
104.21.64.137,5.59,0.00,0.00
103.22.201.56,inf,100.00,0.00
103.31.6.225,inf,100.00,0.00
162.158.130.103,inf,100.00,0.00
190.93.248.159,inf,100.00,0.00
103.21.246.196,inf,100.00,0.00
103.31.7.131,inf,100.00,0.00
141.101.65.217,inf,100.00,0.00
162.158.89.220,inf,100.00,0.00
198.41.250.242,inf,100.00,0.00
173.245.61.10,inf,100.00,0.00
108.162.229.13,inf,100.00,0.00
172.65.57.117,5.48,0.00,0.00
103.22.200.192,inf,100.00,0.00
